session_id,condition_id,participant_id,seq,original_type,t_q_send_ref_ms,t_b_recv_ms,t_b_pub_ms,t_r_recv_ms
S01,C1,P01,271,cmd,1776951589932.006,1776951589938.619,1776951589939.74,1776951589944.518
S01,C1,P01,272,cmd,1776951589992.041,1776951589998.496,1776951590000.238,1776951590002.239
S01,C1,P01,273,cmd,1776951590047.028,1776951590055.41,1776951590056.526,1776951590061.381
S01,C1,P01,274,cmd,1776951590103.058,1776951590104.898,1776951590106.832,1776951590108.517
S01,C1,P01,275,cmd,1776951590158.018,1776951590162.548,1776951590163.59,1776951590166.078
S01,C1,P01,276,cmd,1776951590214.031,1776951590219.948,1776951590221.064,1776951590222.092
S01,C1,P01,277,cmd,1776951590269.056,1776951590273.676,1776951590274.779,1776951590277.028
S01,C1,P01,278,cmd,1776951590324.98,1776951590330.808,1776951590332.193,1776951590334.897
S01,C1,P01,279,cmd,1776951590380.94,1776951590385.065,1776951590385.988,1776951590388.186
S01,C1,P01,280,cmd,1776951590436.065,1776951590439.224,1776951590441.353,1776951590441.594
S01,C1,P01,281,cmd,1776951590492.068,1776951590494.738,1776951590495.618,1776951590495.688
S01,C1,P01,282,cmd,1776951590547.078,1776951590562.578,1776951590563.722,1776951590571.38
S01,C1,P01,283,cmd,1776951590603.016,1776951590611.322,1776951590612.273,1776951590617.127
S01,C1,P01,284,cmd,1776951590659.02,1776951590661.04,1776951590662.492,1776951590662.64
S01,C1,P01,285,cmd,1776951590714.053,1776951590723.944,1776951590725.129,1776951590731.162
S01,C1,P01,286,cmd,1776951590769.06,1776951590771.572,1776951590772.286,1776951590772.68
S01,C1,P01,287,cmd,1776951590825.017,1776951590826.858,1776951590828.468,1776951590828.638
S01,C1,P01,288,cmd,1776951590880.925,1776951590885.192,1776951590886.231,1776951590886.323
S01,C1,P01,289,cmd,1776951590935.946,1776951590938.279,1776951590939.455,1776951590939.566
S01,C1,P01,290,cmd,1776951590991.991,1776951590996.777,1776951590997.708,1776951591000.661
S01,C1,P01,291,cmd,1776951591047.038,1776951591048.878,1776951591050.286,1776951591050.658
S01,C1,P01,292,cmd,1776951591103.934,1776951591107.969,1776951591109.402,1776951591110.353
S01,C1,P01,293,cmd,1776951591158.078,1776951591162.766,1776951591163.948,1776951591164.059
S01,C1,P01,294,cmd,1776951591214.005,1776951591218.766,1776951591219.553,1776951591222.71
S01,C1,P01,295,cmd,1776951591269.026,1776951591273.013,1776951591273.873,1776951591274.356
S01,C1,P01,296,cmd,1776951591325.065,1776951591334.016,1776951591335.408,1776951591339.231
S01,C1,P01,297,cmd,1776951591381.968,1776951591384.494,1776951591385.516,1776951591386.188
S01,C1,P01,298,cmd,1776951591436.032,1776951591442.643,1776951591443.584,1776951591445.626
S01,C1,P01,299,cmd,1776951591491.934,1776951591494.544,1776951591495.477,1776951591495.554
S01,C1,P01,300,cmd,1776951591546.948,1776951591557.771,1776951591558.513,1776951591564.976
S01,C1,P01,301,cmd,1776951591602.982,1776951591615.886,1776951591616.653,1776951591623.795
S01,C1,P01,302,cmd,1776951591658.071,1776951591663.859,1776951591665.191,1776951591667.349
S01,C1,P01,303,cmd,1776951591714.018,1776951591715.957,1776951591716.891,1776951591717.638
S01,C1,P01,304,cmd,1776951591769.026,1776951591771.696,1776951591772.576,1776951591772.646
S01,C1,P01,305,cmd,1776951591824.99,1776951591829.585,1776951591831.344,1776951591832.007
S01,C1,P01,306,cmd,1776951591880.98,1776951591886.542,1776951591887.276,1776951591888.42
S01,C1,P01,308,cmd,1776951591933.956,1776951591938.606,1776951591939.612,1776951591942.008
S01,C1,P01,309,cmd,1776951591989.98,1776951591995.066,1776951591996.656,1776951591998.099
S01,C1,P01,310,cmd,1776951592044.932,1776951592050.5,1776951592051.693,1776951592053.512
S01,C1,P01,311,cmd,1776951592101.017,1776951592105.302,1776951592106.324,1776951592108.334
S01,C1,P01,312,cmd,1776951592156.936,1776951592158.837,1776951592160.39,1776951592160.556
S01,C1,P01,313,cmd,1776951592211.923,1776951592218.909,1776951592220.438,1776951592223.11
S01,C1,P01,314,cmd,1776951592267.069,1776951592277.044,1776951592278.082,1776951592283.193
S01,C1,P01,315,cmd,1776951592323.017,1776951592325.997,1776951592327.362,1776951592328.381
S01,C1,P01,316,cmd,1776951592378.962,1776951592381.912,1776951592383.008,1776951592384.215
S01,C1,P01,317,cmd,1776951592433.984,1776951592437.7,1776951592438.655,1776951592440.661
S01,C1,P01,318,cmd,1776951592490.068,1776951592492.795,1776951592493.509,1776951592494.22
S01,C1,P01,319,cmd,1776951592546.031,1776951592556.62,1776951592557.406,1776951592562.213
S01,C1,P01,320,cmd,1776951592600.981,1776951592606.618,1776951592607.972,1776951592609.86
S01,C1,P01,321,cmd,1776951592656.92,1776951592658.76,1776951592659.802,1776951592660.54
S01,C1,P01,322,cmd,1776951592712.039,1776951592714.436,1776951592716.195,1776951592717.066
S01,C1,P01,323,cmd,1776951592768.028,1776951592775.79,1776951592777.275,1776951592778.895
S01,C1,P01,324,cmd,1776951592823.073,1776951592827.144,1776951592828.395,1776951592829.816
S01,C1,P01,325,cmd,1776951592879.044,1776951592884.629,1776951592886.805,1776951592887.826
S01,C1,P01,326,cmd,1776951592935.003,1776951592947.88,1776951592949.291,1776951592954.274
S01,C1,P01,327,cmd,1776951592989.93,1776951592994.137,1776951592994.807,1776951592997.819
S01,C1,P01,328,cmd,1776951593046.048,1776951593058.156,1776951593059.381,1776951593064.049
S01,C1,P01,329,cmd,1776951593101.069,1776951593105.018,1776951593106.191,1776951593106.654
S01,C1,P01,330,cmd,1776951593157.03,1776951593161.203,1776951593162.645,1776951593164.093
S01,C1,P01,331,cmd,1776951593212.032,1776951593218.131,1776951593219.613,1776951593221.091
S01,C1,P01,332,cmd,1776951593268.063,1776951593270.438,1776951593271.577,1776951593271.683
S01,C1,P01,333,cmd,1776951593323.078,1776951593326.724,1776951593327.954,1776951593329.596
S01,C1,P01,334,cmd,1776951593378.982,1776951593383.505,1776951593384.487,1776951593386.979
S01,C1,P01,335,cmd,1776951593433.99,1776951593439.76,1776951593441.192,1776951593444.852
S01,C1,P01,336,cmd,1776951593490.004,1776951593491.844,1776951593493.299,1776951593493.624
S01,C1,P01,337,cmd,1776951593546.024,1776951593549.894,1776951593550.774,1776951593550.844
S01,C1,P01,338,cmd,1776951593600.984,1776951593603.348,1776951593604.498,1776951593604.604
S01,C1,P01,339,cmd,1776951593655.954,1776951593658.624,1776951593659.151,1776951593659.574
S01,C1,P01,340,cmd,1776951593712.009,1776951593721.127,1776951593722.221,1776951593728.598
S01,C1,P01,341,cmd,1776951593766.972,1776951593772.874,1776951593773.927,1776951593775.092
S01,C1,P01,342,cmd,1776951593823.073,1776951593834.288,1776951593835.548,1776951593841.193
S01,C1,P01,343,cmd,1776951593879.072,1776951593886.46,1776951593887.941,1776951593892.552
S01,C1,P01,345,cmd,1776951593934.99,1776951593941.339,1776951593942.754,1776951593945.704
S01,C1,P01,346,cmd,1776951593989.964,1776951594000.562,1776951594001.774,1776951594005.253
S01,C1,P01,347,cmd,1776951594045.012,1776951594049.576,1776951594050.936,1776951594053.348
S01,C1,P01,348,cmd,1776951594100.995,1776951594103.665,1776951594104.545,1776951594104.615
S01,C1,P01,349,cmd,1776951594156.002,1776951594163.525,1776951594164.356,1776951594167.515
S01,C1,P01,350,cmd,1776951594210.926,1776951594213.392,1776951594214.452,1776951594214.546
S01,C1,P01,351,cmd,1776951594265.938,1776951594269.371,1776951594270.285,1776951594271.621
S01,C1,P01,352,cmd,1776951594321.988,1776951594329.852,1776951594331.05,1776951594336.124
S01,C1,P01,353,cmd,1776951594377.934,1776951594385.839,1776951594387.395,1776951594390.602
S01,C1,P01,354,cmd,1776951594433.043,1776951594438.22,1776951594439.293,1776951594439.39
S01,C1,P01,355,cmd,1776951594488.996,1776951594497.512,1776951594498.768,1776951594503.347
S01,C1,P01,356,cmd,1776951594544.008,1776951594552.312,1776951594553.131,1776951594558.161
S01,C1,P01,357,cmd,1776951594600.047,1776951594607.459,1776951594608.394,1776951594610.221
S01,C1,P01,358,cmd,1776951594655.036,1776951594670.633,1776951594672.272,1776951594681.441
S01,C1,P01,359,cmd,1776951594711.924,1776951594713.765,1776951594714.305,1776951594715.895
S01,C1,P01,360,cmd,1776951594766.946,1776951594769.966,1776951594771.367,1776951594772.162
S01,C1,P01,361,cmd,1776951594822.055,1776951594826.413,1776951594827.472,1776951594828.537
S01,C1,P01,362,cmd,1776951594877.98,1776951594880.726,1776951594881.671,1776951594882.23
S01,C1,P01,363,cmd,1776951594933.955,1776951594941.549,1776951594943.087,1776951594947.516
S01,C1,P01,364,cmd,1776951594988.992,1776951594990.9,1776951594991.96,1776951594992.848
S01,C1,P01,365,cmd,1776951595044.028,1776951595046.698,1776951595047.578,1776951595047.648
S01,C1,P01,366,cmd,1776951595100.046,1776951595105.794,1776951595106.823,1776951595108.908
S01,C1,P01,367,cmd,1776951595156.069,1776951595158.536,1776951595159.457,1776951595159.689
S01,C1,P01,368,cmd,1776951595210.937,1776951595218.915,1776951595219.379,1776951595224.9
S01,C1,P01,369,cmd,1776951595265.974,1776951595267.815,1776951595268.719,1776951595269.595
S01,C1,P01,370,cmd,1776951595322.044,1776951595325.012,1776951595325.937,1776951595327.51
S01,C1,P01,371,cmd,1776951595378.019,1776951595379.86,1776951595380.865,1776951595381.64
S01,C1,P01,372,cmd,1776951595432.928,1776951595436.94,1776951595437.8,1776951595439.806
S01,C1,P01,373,cmd,1776951595489.065,1776951595495.49,1776951595496.538,1776951595500.368
S01,C1,P01,374,cmd,1776951595543.964,1776951595549.802,1776951595550.864,1776951595554.442
S01,C1,P01,375,cmd,1776951595600.072,1776951595601.991,1776951595602.917,1776951595603.692
S01,C1,P01,376,cmd,1776951595654.959,1776951595663.974,1776951595665.158,1776951595668.933
S01,C1,P01,377,cmd,1776951595712.01,1776951595714.202,1776951595716.127,1776951595716.852
S01,C1,P01,378,cmd,1776951595767.002,1776951595772.016,1776951595773.558,1776951595777.269
S01,C1,P01,379,cmd,1776951595822.925,1776951595825.488,1776951595826.462,1776951595826.545
S01,C1,P01,380,cmd,1776951595878.992,1776951595882.187,1776951595883.046,1776951595884.837
S01,C1,P01,382,cmd,1776951595932.991,1776951595934.831,1776951595936.121,1776951595937.167
S01,C1,P01,383,cmd,1776951595987.932,1776951595991.628,1776951595992.882,1776951595994.76
S01,C1,P01,384,cmd,1776951596041.992,1776951596049.275,1776951596050.598,1776951596054.846
S01,C1,P01,385,cmd,1776951596097.976,1776951596101.836,1776951596103.25,1776951596107.17
S01,C1,P01,386,cmd,1776951596152.974,1776951596161.394,1776951596162.262,1776951596166.974
S01,C1,P01,387,cmd,1776951596210.076,1776951596222.747,1776951596224.006,1776951596231.117
S01,C1,P01,388,cmd,1776951596264.001,1776951596266.382,1776951596267.409,1776951596267.621
S01,C1,P01,389,cmd,1776951596319.991,1776951596323.459,1776951596324.766,1776951596326.198
S01,C1,P01,390,cmd,1776951596375.93,1776951596384.13,1776951596384.643,1776951596389.57
S01,C1,P01,391,cmd,1776951596432.025,1776951596433.943,1776951596435.113,1776951596435.645
S01,C1,P01,392,cmd,1776951596487.077,1776951596494.041,1776951596495.589,1776951596497.62
S01,C1,P01,393,cmd,1776951596541.946,1776951596543.786,1776951596544.76,1776951596545.567
S01,C1,P01,394,cmd,1776951596597.957,1776951596606.591,1776951596607.817,1776951596611.614
S01,C1,P01,395,cmd,1776951596654.076,1776951596662.454,1776951596664.087,1776951596668.761
S01,C1,P01,396,cmd,1776951596709.079,1776951596721.926,1776951596723.192,1776951596728.966
S01,C1,P01,397,cmd,1776951596764.04,1776951596768.361,1776951596769.41,1776951596770.752
S01,C1,P01,398,cmd,1776951596820.078,1776951596826.368,1776951596827.754,1776951596829.152
S01,C1,P01,399,cmd,1776951596876.039,1776951596878.43,1776951596879.201,1776951596879.659
S01,C1,P01,400,cmd,1776951596931.972,1776951596939.392,1776951596940.426,1776951596943.572
S01,C1,P01,401,cmd,1776951596986.949,1776951596993.922,1776951596994.984,1776951596997.252
S01,C1,P01,402,cmd,1776951597042.007,1776951597046.111,1776951597046.947,1776951597050.912
S01,C1,P01,403,cmd,1776951597097.989,1776951597102.57,1776951597103.428,1776951597106.669
S01,C1,P01,404,cmd,1776951597152.989,1776951597157.216,1776951597158.498,1776951597160.34
S01,C1,P01,405,cmd,1776951597208.968,1776951597218.422,1776951597220.285,1776951597225.185
S01,C1,P01,406,cmd,1776951597265.068,1776951597268.28,1776951597269.103,1776951597270.6
S01,C1,P01,407,cmd,1776951597320.03,1776951597322.496,1776951597323.555,1776951597323.65
S01,C1,P01,408,cmd,1776951597375.929,1776951597379.462,1776951597380.286,1776951597382.364
S01,C1,P01,409,cmd,1776951597432.005,1776951597439.169,1776951597440.553,1776951597443.875
S01,C1,P01,410,cmd,1776951597486.993,1776951597489.053,1776951597489.943,1776951597490.613
S01,C1,P01,411,cmd,1776951597542.036,1776951597545.089,1776951597546.08,1776951597547.365
S01,C1,P01,412,cmd,1776951597598.056,1776951597605.008,1776951597606.336,1776951597608.34
S01,C1,P01,413,cmd,1776951597653.007,1776951597656.82,1776951597657.702,1776951597660.584
S01,C1,P01,414,cmd,1776951597708.922,1776951597716.114,1776951597717.3,1776951597721.622
S01,C1,P01,415,cmd,1776951597763.99,1776951597769.164,1776951597770.246,1776951597773.122
S01,C1,P01,416,cmd,1776951597820.015,1776951597827.251,1776951597828.364,1776951597829.8
S01,C1,P01,417,cmd,1776951597876.04,1776951597885.853,1776951597887.203,1776951597893.114
S01,C1,P01,419,cmd,1776951597932.01,1776951597940.364,1776951597941.325,1776951597943.597
S01,C1,P01,420,cmd,1776951597987.075,1776951597994.797,1776951597995.731,1776951598000.311
S01,C1,P01,421,cmd,1776951598041.94,1776951598044.499,1776951598045.488,1776951598046.356
S01,C1,P01,422,cmd,1776951598098.075,1776951598105.254,1776951598107.189,1776951598110.202
S01,C1,P01,423,cmd,1776951598153.982,1776951598158.455,1776951598159.746,1776951598160.573
S01,C1,P01,424,cmd,1776951598208.938,1776951598215.132,1776951598215.974,1776951598218.922
S01,C1,P01,425,cmd,1776951598264.052,1776951598267.72,1776951598268.565,1776951598268.67
S01,C1,P01,426,cmd,1776951598320.06,1776951598327.281,1776951598327.891,1776951598330.092
S01,C1,P01,427,cmd,1776951598376.061,1776951598379.57,1776951598380.943,1776951598381.866
S01,C1,P01,428,cmd,1776951598432.044,1776951598434.54,1776951598435.589,1776951598436.48
S01,C1,P01,429,cmd,1776951598487.024,1776951598503.499,1776951598504.621,1776951598513.428
S01,C1,P01,430,cmd,1776951598542.014,1776951598551.361,1776951598551.996,1776951598555.265
S01,C1,P01,431,cmd,1776951598597.986,1776951598599.826,1776951598600.804,1776951598601.606
S01,C1,P01,432,cmd,1776951598653.934,1776951598659.915,1776951598661.919,1776951598662.826
S01,C1,P01,433,cmd,1776951598709.018,1776951598710.858,1776951598711.806,1776951598712.638
S01,C1,P01,434,cmd,1776951598764.078,1776951598769.349,1776951598770.455,1776951598772.238
S01,C1,P01,435,cmd,1776951598819.932,1776951598824.984,1776951598826.454,1776951598829.855
S01,C1,P01,436,cmd,1776951598876.068,1776951598880.354,1776951598881.354,1776951598883.186
S01,C1,P01,437,cmd,1776951598931.965,1776951598937.098,1776951598938.01,1776951598940.918
S01,C1,P01,438,cmd,1776951598987.006,1776951598994.703,1776951598996.526,1776951598997.56
S01,C1,P01,439,cmd,1776951599042.984,1776951599045.044,1776951599046.702,1776951599048.546
S01,C1,P01,440,cmd,1776951599098.057,1776951599099.898,1776951599100.672,1776951599101.678
S01,C1,P01,441,cmd,1776951599153.986,1776951599155.827,1776951599157.437,1776951599157.607
S01,C1,P01,442,cmd,1776951599209.994,1776951599212.318,1776951599213.502,1776951599213.614
S01,C1,P01,443,cmd,1776951599264.972,1776951599269.606,1776951599271.162,1776951599273.068
S01,C1,P01,444,cmd,1776951599319.969,1776951599323.209,1776951599324.04,1776951599324.593
S01,C1,P01,445,cmd,1776951599375.967,1776951599380.8,1776951599381.598,1776951599384.861
S01,C1,P01,446,cmd,1776951599432.022,1776951599442.294,1776951599443.59,1776951599448.975
S01,C1,P01,447,cmd,1776951599487.035,1776951599493.313,1776951599494.179,1776951599498.842
S01,C1,P01,448,cmd,1776951599543.05,1776951599545.682,1776951599547.302,1776951599548.478
S01,C1,P01,449,cmd,1776951599597.982,1776951599600.49,1776951599601.512,1776951599601.602
S01,C1,P01,450,cmd,1776951599654.078,1776951599661.762,1776951599662.866,1776951599667.7
S01,C1,P01,451,cmd,1776951599708.993,1776951599710.833,1776951599712.022,1776951599712.613
S01,C1,P01,452,cmd,1776951599764.94,1776951599768.727,1776951599770.35,1776951599772.901
S01,C1,P01,453,cmd,1776951599819.948,1776951599823.33,1776951599824.286,1776951599824.722
S01,C1,P01,454,cmd,1776951599875.937,1776951599888.251,1776951599888.896,1776951599895.232
S01,C1,P01,456,cmd,1776951599932.961,1776951599939.524,1776951599940.86,1776951599944.481
S01,C1,P01,457,cmd,1776951599986.018,1776951599987.949,1776951599989.071,1776951599989.638
S01,C1,P01,458,cmd,1776951600041.93,1776951600043.77,1776951600044.48,1776951600045.55
S01,C1,P01,459,cmd,1776951600097.011,1776951600107.553,1776951600108.501,1776951600113.695
S01,C1,P01,460,cmd,1776951600153.0,1776951600155.713,1776951600156.544,1776951600158.812
S01,C1,P01,461,cmd,1776951600209.044,1776951600219.901,1776951600220.902,1776951600225.585
S01,C1,P01,462,cmd,1776951600262.939,1776951600268.234,1776951600268.776,1776951600272.098
S01,C1,P01,463,cmd,1776951600319.072,1776951600321.742,1776951600322.622,1776951600322.692
S01,C1,P01,464,cmd,1776951600375.042,1776951600377.88,1776951600379.164,1776951600380.512
S01,C1,P01,465,cmd,1776951600430.986,1776951600433.988,1776951600435.136,1776951600437.484
S01,C1,P01,466,cmd,1776951600487.042,1776951600489.585,1776951600490.737,1776951600490.87
S01,C1,P01,467,cmd,1776951600542.027,1776951600544.697,1776951600545.576,1776951600545.647
S01,C1,P01,468,cmd,1776951600597.031,1776951600601.758,1776951600603.014,1776951600605.644
S01,C1,P01,469,cmd,1776951600653.032,1776951600659.44,1776951600660.18,1776951600663.473
S01,C1,P01,470,cmd,1776951600709.054,1776951600715.341,1776951600716.412,1776951600720.527
S01,C1,P01,471,cmd,1776951600763.002,1776951600766.114,1776951600767.616,1776951600768.43
S01,C1,P01,472,cmd,1776951600819.027,1776951600823.873,1776951600824.893,1776951600827.134
S01,C1,P01,473,cmd,1776951600875.05,1776951600881.208,1776951600882.433,1776951600884.4
S01,C1,P01,474,cmd,1776951600931.047,1776951600941.387,1776951600942.2,1776951600949.334
S01,C1,P01,475,cmd,1776951600986.076,1776951600988.57,1776951600989.735,1776951600990.41
S01,C1,P01,476,cmd,1776951601040.978,1776951601048.142,1776951601049.084,1776951601050.942
S01,C1,P01,477,cmd,1776951601097.047,1776951601104.291,1776951601105.602,1776951601108.862
S01,C1,P01,478,cmd,1776951601153.063,1776951601155.922,1776951601156.801,1776951601156.872
S01,C1,P01,479,cmd,1776951601207.92,1776951601209.805,1776951601210.645,1776951601212.578
S01,C1,P01,480,cmd,1776951601263.044,1776951601267.714,1776951601268.62,1776951601271.973
S01,C1,P01,481,cmd,1776951601318.956,1776951601322.608,1776951601323.645,1776951601325.402
S01,C1,P01,482,cmd,1776951601374.953,1776951601376.928,1776951601377.849,1776951601378.573
S01,C1,P01,483,cmd,1776951601430.978,1776951601439.128,1776951601439.922,1776951601441.838
S01,C1,P01,484,cmd,1776951601485.968,1776951601487.808,1776951601489.029,1776951601490.422
S01,C1,P01,485,cmd,1776951601542.01,1776951601543.85,1776951601544.8,1776951601545.63
S01,C1,P01,486,cmd,1776951601597.047,1776951601602.637,1776951601604.146,1776951601604.464
S01,C1,P01,487,cmd,1776951601653.022,1776951601662.757,1776951601664.333,1776951601669.255
S01,C1,P01,488,cmd,1776951601709.077,1776951601712.008,1776951601712.82,1776951601715.037
S01,C1,P01,489,cmd,1776951601764.028,1776951601766.684,1776951601767.576,1776951601767.648
S01,C1,P01,490,cmd,1776951601818.946,1776951601829.132,1776951601831.148,1776951601834.316
S01,C1,P01,491,cmd,1776951601875.004,1776951601885.556,1776951601886.71,1776951601892.642
S01,C1,P01,493,cmd,1776951601932.0,1776951601939.957,1776951601940.772,1776951601942.524
S01,C1,P01,494,cmd,1776951601984.961,1776951601987.325,1776951601988.152,1776951601988.581
S01,C1,P01,495,cmd,1776951602040.052,1776951602043.464,1776951602045.412,1776951602045.894
S01,C1,P01,496,cmd,1776951602095.946,1776951602098.23,1776951602099.371,1776951602099.566
S01,C1,P01,497,cmd,1776951602151.961,1776951602154.693,1776951602155.522,1776951602158.495
S01,C1,P01,498,cmd,1776951602208.024,1776951602217.86,1776951602219.026,1776951602223.099
S01,C1,P01,499,cmd,1776951602262.045,1776951602263.885,1776951602264.762,1776951602266.038
S01,C1,P01,500,cmd,1776951602317.956,1776951602320.626,1776951602321.506,1776951602321.576
S01,C1,P01,501,cmd,1776951602374.008,1776951602382.17,1776951602383.1,1776951602386.555
S01,C1,P01,502,cmd,1776951602428.953,1776951602437.26,1776951602438.313,1776951602441.371
S01,C1,P01,503,cmd,1776951602484.988,1776951602495.601,1776951602496.6,1776951602502.16
S01,C1,P01,504,cmd,1776951602540.931,1776951602542.771,1776951602544.032,1776951602544.551
S01,C1,P01,505,cmd,1776951602596.031,1776951602601.532,1776951602602.92,1776951602605.71
S01,C1,P01,506,cmd,1776951602652.019,1776951602656.308,1776951602658.034,1776951602659.91
S01,C1,P01,507,cmd,1776951602707.977,1776951602710.398,1776951602711.496,1776951602711.597
S01,C1,P01,508,cmd,1776951602763.076,1776951602766.351,1776951602767.456,1776951602769.818
S01,C1,P01,509,cmd,1776951602818.064,1776951602822.255,1776951602823.804,1776951602825.369
S01,C1,P01,510,cmd,1776951602874.018,1776951602878.037,1776951602879.486,1776951602882.573
S01,C1,P01,511,cmd,1776951602930.046,1776951602935.468,1776951602936.411,1776951602939.198
S01,C1,P01,512,cmd,1776951602985.044,1776951602987.766,1776951602988.922,1776951602990.047
S01,C1,P01,513,cmd,1776951603040.976,1776951603043.54,1776951603044.513,1776951603044.596
S01,C1,P01,514,cmd,1776951603096.068,1776951603099.646,1776951603100.526,1776951603100.596
S01,C1,P01,515,cmd,1776951603151.017,1776951603155.268,1776951603156.202,1776951603158.054
S01,C1,P01,516,cmd,1776951603208.016,1776951603211.886,1776951603212.935,1776951603213.507
S01,C1,P01,517,cmd,1776951603263.038,1776951603267.839,1776951603268.696,1776951603272.474
S01,C1,P01,518,cmd,1776951603318.03,1776951603319.87,1776951603320.746,1776951603321.65
S01,C1,P01,519,cmd,1776951603373.951,1776951603375.791,1776951603376.786,1776951603377.571
S01,C1,P01,520,cmd,1776951603428.931,1776951603431.593,1776951603432.525,1776951603434.379
S01,C1,P01,521,cmd,1776951603485.074,1776951603487.087,1776951603488.361,1776951603488.694
S01,C1,P01,522,cmd,1776951603540.047,1776951603546.603,1776951603547.343,1776951603550.476
S01,C1,P01,523,cmd,1776951603595.942,1776951603604.102,1776951603605.59,1776951603611.593
S01,C1,P01,524,cmd,1776951603651.997,1776951603660.61,1776951603662.02,1776951603665.725
S01,C1,P01,525,cmd,1776951603707.065,1776951603710.262,1776951603711.439,1776951603712.976
S01,C1,P01,526,cmd,1776951603763.037,1776951603765.707,1776951603766.587,1776951603766.657
S01,C1,P01,527,cmd,1776951603817.986,1776951603819.91,1776951603821.446,1776951603821.606
S01,C1,P01,528,cmd,1776951603874.01,1776951603885.147,1776951603886.302,1776951603893.35
S01,C1,P01,529,cmd,1776951603930.066,1776951603932.939,1776951603933.761,1776951603935.615
S01,C1,P01,531,cmd,1776951603984.928,1776951603988.523,1776951603989.729,1776951603990.36
S01,C1,P01,532,cmd,1776951604039.983,1776951604045.584,1776951604046.64,1776951604051.643
S01,C1,P01,533,cmd,1776951604095.947,1776951604098.007,1776951604099.159,1776951604099.567
S01,C1,P01,534,cmd,1776951604152.07,1776951604155.752,1776951604157.692,1776951604159.332
S01,C1,P01,535,cmd,1776951604208.062,1776951604211.995,1776951604213.082,1776951604216.37
S01,C1,P01,536,cmd,1776951604262.043,1776951604264.713,1776951604265.592,1776951604265.662
S01,C1,P01,537,cmd,1776951604317.969,1776951604326.927,1776951604328.18,1776951604331.993
